trial_count	CURRENT_FIX_INTEREST_AREAS	CURRENT_FIX_START	CURRENT_FIX_END	verb_onset	Sentence_duration_ms
12	[ 3]	7	132	4437.052	0
12	[ ]	147	814	4437.052	0
12	[ ]	823	1878	4437.052	0
12	[ 2]	1919	2098	4437.052	0
12	[ ]	2137	2287	4437.052	0
12	[ ]	2299	2454	4437.052	0
12	[ ]	2552	2678	4437.052	0
12	[ ]	2700	2846	4437.052	0
12	[ ]	2962	3248	4437.052	0
12	[ ]	3265	3599	4437.052	0
12	[ ]	3611	3835	4437.052	0
12	[ 3]	3873	4121	4437.052	0
12	[ 3]	4155	4372	4437.052	0
12	[ 4]	4429	4578	4437.052	0
12	[ 4]	4605	4732	4437.052	0
12	[ 1]	4780	5013	4437.052	0
12	[ 1]	5044	5313	4437.052	0
12	[ 1]	5336	5438	4437.052	0
12	[ 4]	5484	5634	4437.052	0
12	[ 4]	5651	5788	4437.052	0
12	[ 2]	5854	6166	4437.052	0
12	[ 1]	6231	6601	4437.052	0
12	[ 1]	6623	6837	4437.052	0
12	[ 1]	6862	7080	4437.052	0
12	[ 1]	7120	7373	4437.052	0
12	[ 4]	7424	7629	4437.052	0
12	[ 4]	7668	7765	4437.052	0
13	[ ]	7	283	0	0
13	[ ]	296	767	0	0
13	[ ]	776	1041	0	0
13	[ ]	1127	1885	0	0
13	[ ]	1897	2376	0	0
13	[ ]	2558	3004	0	0
13	[ ]	3022	3201	0	0
13	[ ]	3233	3502	0	0
13	[ ]	3522	3911	0	0
13	[ ]	3930	4177	0	0
13	[ ]	4319	4437	0	0
13	[ 2]	4473	4749	0	0
13	[ 2]	4772	4914	0	0
13	[ 4]	4951	5194	0	0
13	[ ]	5214	5483	0	0
13	[ 2]	5524	5950	0	0
13	[ 2]	5974	6333	0	0
13	[ 3]	6399	6652	0	0
14	[ 4]	7	127	3276.21	0
14	[ ]	142	426	3276.21	0
14	[ ]	442	858	3276.21	0
14	[ ]	879	1625	3276.21	0
14	[ ]	1633	2003	3276.21	0
14	[ ]	2015	2220	3276.21	0
14	[ 1]	2259	2451	3276.21	0
14	[ ]	2494	2657	3276.21	0
14	[ 2]	2690	3023	3276.21	0
14	[ 4]	3071	3349	3276.21	0
14	[ 4]	3386	3565	3276.21	0
14	[ 4]	3578	3751	3276.21	0
14	[ 3]	3821	4069	3276.21	0
14	[ 1]	4119	4496	3276.21	0
14	[ 2]	4545	4707	3276.21	0
14	[ 3]	4763	4923	3276.21	0
14	[ 3]	4949	5311	3276.21	0
14	[ 1]	5370	5531	3276.21	0
14	[ 1]	5562	5682	3276.21	0
14	[ 2]	5736	5912	3276.21	0
14	[ 2]	5954	6084	3276.21	0
14	[ 1]	6151	6415	3276.21	0
14	[ 1]	6449	6935	3276.21	0
14	[ 1]	6965	7083	3276.21	0
14	[ 3]	7123	7524	3276.21	0
14	[ 4]	7569	7827	3276.21	0
15	[ ]	7	668	2840.398	0
15	[ ]	681	831	2840.398	0
15	[ ]	844	1226	2840.398	0
15	[ ]	1249	1483	2840.398	0
15	[ ]	1504	1954	2840.398	0
15	[ 2]	1990	2090	2840.398	0
15	[ ]	2117	2460	2840.398	0
15	[ 1]	2597	2669	2840.398	0
15	[ 1]	2846	2972	2840.398	0
15	[ 3]	3006	3245	2840.398	0
15	[ 3]	3279	3661	2840.398	0
15	[ 2]	3746	3853	2840.398	0
15	[ 2]	3876	4049	2840.398	0
15	[ 4]	4092	4268	2840.398	0
15	[ 4]	4282	4554	2840.398	0
15	[ 4]	4587	4737	2840.398	0
15	[ 3]	4786	5024	2840.398	0
15	[ 3]	5043	5192	2840.398	0
15	[ 4]	5254	5390	2840.398	0
15	[ 4]	5415	5628	2840.398	0
15	[ 4]	5656	5821	2840.398	0
15	[ 4]	5851	6041	2840.398	0
15	[ 1]	6098	6217	2840.398	0
15	[ 1]	6245	6458	2840.398	0
15	[ 1]	6492	6720	2840.398	0
15	[ 2]	6784	6881	2840.398	0
15	[ 4]	6918	7359	2840.398	0
15	[ ]	7414	7498	2840.398	0
16	[ ]	7	707	0	0
16	[ ]	722	945	0	0
16	[ ]	962	1920	0	0
16	[ ]	1941	2212	0	0
16	[ 1]	2263	2859	0	0
16	[ ]	2901	3097	0	0
16	[ ]	3117	3372	0	0
16	[ ]	3390	3700	0	0
16	[ 1]	3757	4217	0	0
16	[ 1]	4249	4532	0	0
16	[ 4]	4585	4814	0	0
16	[ 1]	4876	5341	0	0
16	[ 1]	5363	5817	0	0
16	[ 1]	5842	6086	0	0
16	[ 1]	6109	6557	0	0
16	[ 1]	6708	6796	0	0
17	[ ]	7	177	2623.803	0
17	[ ]	196	473	2623.803	0
17	[ ]	493	807	2623.803	0
17	[ ]	817	1217	2623.803	0
17	[ ]	1224	1402	2623.803	0
17	[ ]	1410	1697	2623.803	0
17	[ ]	1717	1976	2623.803	0
17	[ 1]	2002	2220	2623.803	0
17	[ 1]	2251	2499	2623.803	0
17	[ 3]	2673	2909	2623.803	0
17	[ ]	2950	3247	2623.803	0
17	[ 1]	3287	3405	2623.803	0
17	[ 1]	3433	3608	2623.803	0
17	[ 1]	3631	3933	2623.803	0
17	[ 1]	3958	4162	2623.803	0
17	[ 1]	4197	4648	2623.803	0
17	[ 4]	4721	4954	2623.803	0
17	[ 1]	5004	5171	2623.803	0
17	[ 1]	5199	5364	2623.803	0
17	[ 1]	5391	5550	2623.803	0
17	[ 1]	5564	5661	2623.803	0
17	[ 3]	5719	6000	2623.803	0
17	[ 2]	6064	6354	2623.803	0
17	[ 2]	6401	6526	2623.803	0
17	[ 2]	6565	6664	2623.803	0
17	[ 1]	6722	7119	2623.803	0
18	[ 4]	7	1373	0	0
18	[ ]	1393	1879	0	0
18	[ ]	1892	2173	0	0
18	[ ]	2331	2444	0	0
18	[ ]	2463	3027	0	0
18	[ ]	3035	3306	0	0
18	[ ]	3323	3492	0	0
18	[ 3]	3532	3809	0	0
18	[ 3]	3837	4090	0	0
18	[ 2]	4138	4544	0	0
18	[ 2]	4577	5321	0	0
18	[ 4]	5376	5576	0	0
18	[ 2]	5628	5994	0	0
18	[ 2]	6017	6663	0	0
18	[ 3]	6745	6949	0	0
19	[ ]	7	926	2727.394	0
19	[ ]	948	1236	2727.394	0
19	[ ]	1256	1474	2727.394	0
19	[ 1]	1493	1898	2727.394	0
19	[ ]	1919	2054	2727.394	0
19	[ ]	2068	2228	2727.394	0
19	[ 1]	2266	2392	2727.394	0
19	[ 1]	2404	2841	2727.394	0
19	[ 4]	2889	3191	2727.394	0
19	[ 1]	3249	3443	2727.394	0
19	[ 1]	3466	3790	2727.394	0
19	[ 1]	3809	4021	2727.394	0
19	[ 2]	4082	4365	2727.394	0
19	[ 2]	4389	4578	2727.394	0
19	[ 2]	4602	4678	2727.394	0
19	[ 1]	4726	4935	2727.394	0
19	[ 4]	5005	5230	2727.394	0
19	[ 1]	5291	5396	2727.394	0
19	[ 1]	5417	5627	2727.394	0
19	[ 2]	5698	5840	2727.394	0
19	[ 2]	5858	6038	2727.394	0
19	[ 2]	6062	6391	2727.394	0
19	[ 3]	6450	6540	2727.394	0
19	[ 1]	6613	6859	2727.394	0
19	[ 1]	6885	7182	2727.394	0
19	[ 4]	7242	7397	2727.394	0
19	[ 4]	7418	7721	2727.394	0
19	[ 3]	7793	7981	2727.394	0
20	[ ]	7	244	0	0
20	[ ]	268	876	0	0
20	[ ]	895	1883	0	0
20	[ ]	1893	2049	0	0
20	[ 1]	2420	2607	0	0
20	[ ]	2630	2985	0	0
20	[ ]	3002	3267	0	0
20	[ 1]	3442	3734	0	0
20	[ 3]	3782	3914	0	0
20	[ 3]	3944	4364	0	0
20	[ 1]	4433	4735	0	0
20	[ 3]	4799	4947	0	0
20	[ 1]	5009	5668	0	0
20	[ 1]	5683	6322	0	0
21	[ ]	7	159	4516.917	0
21	[ ]	284	635	4516.917	0
21	[ ]	787	982	4516.917	0
21	[ ]	992	1681	4516.917	0
21	[ ]	1689	1998	4516.917	0
21	[ ]	2011	2290	4516.917	0
21	[ 2]	2328	2530	4516.917	0
21	[ 2]	2540	2951	4516.917	0
21	[ 2]	2978	3164	4516.917	0
21	[ 4]	3211	3398	4516.917	0
21	[ 4]	3434	3587	4516.917	0
21	[ 4]	3603	3791	4516.917	0
21	[ 2]	3840	4028	4516.917	0
21	[ 3]	4087	4727	4516.917	0
21	[ 3]	4751	4945	4516.917	0
21	[ 2]	4990	5266	4516.917	0
21	[ 2]	5289	5416	4516.917	0
21	[ 2]	5453	5928	4516.917	0
21	[ 2]	5956	6274	4516.917	0
21	[ 2]	6301	6486	4516.917	0
21	[ 2]	6524	6675	4516.917	0
21	[ 2]	6699	6904	4516.917	0
21	[ 2]	6938	7267	4516.917	0
21	[ 4]	7346	7469	4516.917	0
21	[ 4]	7493	7654	4516.917	0
21	[ 1]	7732	7945	4516.917	0
22	[ ]	7	902	2840.542	0
22	[ 3]	964	1194	2840.542	0
22	[ ]	1211	1929	2840.542	0
22	[ ]	1945	2088	2840.542	0
22	[ 1]	2118	2382	2840.542	0
22	[ 1]	2416	2671	2840.542	0
22	[ 4]	2732	2959	2840.542	0
22	[ ]	2997	3085	2840.542	0
22	[ ]	3108	3209	2840.542	0
22	[ ]	3310	3588	2840.542	0
22	[ 3]	3621	3754	2840.542	0
22	[ 3]	3766	4187	2840.542	0
22	[ 3]	4207	4448	2840.542	0
22	[ 3]	4458	4607	2840.542	0
22	[ 3]	4641	4822	2840.542	0
22	[ 2]	4892	5132	2840.542	0
22	[ 2]	5163	5406	2840.542	0
22	[ 2]	5435	5543	2840.542	0
22	[ 2]	5565	5728	2840.542	0
22	[ 2]	5760	6189	2840.542	0
22	[ 4]	6249	6676	2840.542	0
22	[ 1]	6722	6897	2840.542	0
22	[ 1]	6927	7331	2840.542	0
22	[ 2]	7406	7494	2840.542	0
23	[ ]	7	142	0	0
23	[ 2]	354	1131	0	0
23	[ ]	1153	1338	0	0
23	[ ]	1356	1882	0	0
23	[ 4]	1942	2452	0	0
23	[ 4]	2475	2610	0	0
23	[ ]	2646	3076	0	0
23	[ ]	3215	3742	0	0
23	[ 4]	3787	3977	0	0
23	[ 1]	4030	4441	0	0
23	[ 1]	4460	4672	0	0
23	[ 3]	4728	4929	0	0
23	[ 3]	4952	5292	0	0
23	[ 3]	5321	6271	0	0
23	[ 4]	6351	6853	0	0
23	[ 4]	6897	7035	0	0
24	[ ]	7	123	4788.153	0
24	[ ]	139	455	4788.153	0
24	[ ]	472	851	4788.153	0
24	[ ]	864	1881	4788.153	0
24	[ 1]	1951	2219	4788.153	0
24	[ 1]	2230	2424	4788.153	0
24	[ 1]	2451	2603	4788.153	0
24	[ 1]	2621	2946	4788.153	0
24	[ 1]	2973	3165	4788.153	0
24	[ 1]	3173	3311	4788.153	0
24	[ 3]	3360	3579	4788.153	0
24	[ 3]	3604	4381	4788.153	0
24	[ 3]	4397	4548	4788.153	0
24	[ 3]	4569	5038	4788.153	0
24	[ 3]	5063	5200	4788.153	0
24	[ 1]	5249	5512	4788.153	0
24	[ 1]	5534	5769	4788.153	0
24	[ 1]	5797	6110	4788.153	0
24	[ 1]	6156	6290	4788.153	0
24	[ 1]	6314	6433	4788.153	0
24	[ 4]	6483	6616	4788.153	0
24	[ 4]	6638	6976	4788.153	0
24	[ 4]	6999	7228	4788.153	0
24	[ 1]	7293	7499	4788.153	0
24	[ 1]	7637	7763	4788.153	0
25	[ ]	7	374	2728.933	0
25	[ ]	393	1523	2728.933	0
25	[ ]	1544	1902	2728.933	0
25	[ ]	1910	2084	2728.933	0
25	[ 2]	2121	2354	2728.933	0
25	[ 4]	2454	2664	2728.933	0
25	[ 4]	2808	3007	2728.933	0
25	[ 4]	3027	3190	2728.933	0
25	[ 3]	3248	3547	2728.933	0
25	[ 3]	3574	3799	2728.933	0
25	[ 3]	3807	3993	2728.933	0
25	[ 3]	4004	4066	2728.933	0
25	[ 4]	4116	4350	2728.933	0
25	[ 4]	4376	4646	2728.933	0
25	[ 4]	4668	4797	2728.933	0
25	[ 1]	4858	5000	2728.933	0
25	[ 1]	5015	5275	2728.933	0
25	[ 1]	5304	5835	2728.933	0
25	[ 1]	5848	6130	2728.933	0
25	[ 1]	6151	6336	2728.933	0
25	[ 2]	6395	6622	2728.933	0
25	[ 1]	6683	6897	2728.933	0
25	[ 1]	6919	7040	2728.933	0
25	[ 4]	7147	7347	2728.933	0
26	[ ]	7	102	2556.083	0
26	[ ]	114	768	2556.083	0
26	[ ]	778	1058	2556.083	0
26	[ ]	1077	1929	2556.083	0
26	[ ]	1941	2150	2556.083	0
26	[ 4]	2192	2349	2556.083	0
26	[ 4]	2371	2720	2556.083	0
26	[ 3]	2804	2890	2556.083	0
26	[ 3]	3001	3196	2556.083	0
26	[ 3]	3210	3395	2556.083	0
26	[ ]	3444	3582	2556.083	0
26	[ 4]	3619	3723	2556.083	0
26	[ 4]	3743	3933	2556.083	0
26	[ 2]	3992	4246	2556.083	0
26	[ 1]	4311	4589	2556.083	0
26	[ 1]	4610	4842	2556.083	0
26	[ 3]	4900	5424	2556.083	0
26	[ 4]	5501	5631	2556.083	0
26	[ 4]	5661	5858	2556.083	0
26	[ 2]	5914	6143	2556.083	0
26	[ 4]	6220	6654	2556.083	0
26	[ 4]	6676	6872	2556.083	0
26	[ 3]	6945	7151	2556.083	0
27	[ ]	7	373	0	0
27	[ ]	385	805	0	0
27	[ ]	814	1207	0	0
27	[ ]	1230	1453	0	0
27	[ ]	1471	1553	0	0
27	[ ]	1665	1997	0	0
27	[ ]	2012	2153	0	0
27	[ 4]	2202	2730	0	0
27	[ 4]	2888	3264	0	0
27	[ ]	3296	3750	0	0
27	[ 1]	3792	3962	0	0
27	[ 1]	3995	4177	0	0
27	[ 2]	4227	4519	0	0
27	[ 1]	4580	4859	0	0
27	[ 1]	4881	5250	0	0
27	[ 1]	5275	6290	0	0
27	[ 1]	6310	7133	0	0
28	[ ]	7	329	0	0
28	[ ]	346	845	0	0
28	[ ]	861	1221	0	0
28	[ ]	1241	1465	0	0
28	[ ]	1475	1644	0	0
28	[ ]	1651	2006	0	0
28	[ 1]	2029	2208	0	0
28	[ ]	2224	2406	0	0
28	[ ]	2418	2682	0	0
28	[ ]	2841	3068	0	0
28	[ ]	3215	3440	0	0
28	[ 1]	3463	3721	0	0
28	[ 1]	3760	4116	0	0
28	[ 1]	4134	4436	0	0
28	[ 1]	4455	4589	0	0
28	[ 3]	4661	4827	0	0
